marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	45449148	R22G14MRW8D4JT	1844494896	10090993	Waiting For Kate Bush	Books	1	30	32	N	N	Truly a waste of your time	If you are truly a fan of Kate Bush and her music, DO NOT buy this book.  Although its title and photos depict Kate, this novel is not about her.  It's plot revolves around the tedious wanderings and musings of a depressed individual with low self esteem and body dimorphism.  As other reviewers have already commented, this is really two books.  The first is the whinings of the painfully depressed narrator, the second, interspersed randomly with the first, is an opinionated biography of Kate.  I suspect that the author is not actually a fan of Kate, and that he only used her name, history, and likeness to capitalize on an established base of fans who are hungry for anything new.  Shame on him.  My only hope is that Kate actually reads this drivel and sues him for associating her with such a piece of trash.  Don't waste your time and money.  If you truly want to know about Kate Bush, buy her albums and check out some of the web sites created by her fans.  John Mendelssohn, if you read this, on behalf of everyone who has purchased and read this book, I demand our time and money back.	2005-10-14
US	39916553	R299KYRKCKSUR5	0872202992	879183902	Greek Particles	Books	5	29	30	N	Y	Lone Classicist	The Denniston text is an extremely useful resource that any classicist should have in front of them when working with primary source materials from ancient Greece.  The organization of the book facilitates ease of use, and the entries are filled with examples taken from antiquity.  Comparing the entries on particles in Denniston with those in Smyth greatly add another level of understanding to the project of translation.	2005-10-14
US	18588739	R1E1MS2H672ZCK	0553383442	287101659	The Cobweb	Books	4	155	157	N	N	Neal Stephenson lite	In recent years, Stephenson's work has become increasingly complicated.  The Baroque cycle is a study in intricate plots, characters that seem to number in the thousands, and difficult material that is not readily accessible to the average novel reader.  The Cryptonomicon met that description as well, but to a lesser degree.  While I enjoyed those books precisely for their complexity, many readers probably found them to be frustrating to read and difficult to follow. <br />  <br />The Stephen Bury novels do not present this problem for the casual reader.  They are stripped of most of the technical lingo, and they tend to follow more in the footsteps of modern thrillers.  The difference between these novels and the average Tom Clancy clone is that they revolve around powerful critiques of modern political cultures and bureacracies. <br /> <br />The Cobweb is the better of these two novels.  The central critique of the intelligence community is that competence without political acumen is tantamount to career suicide.  The book tracks the months between Saddam Hussein's invasion of Kuwait and the start of Gulf War I and poses a terrifying question: what if the greatest enemies to our national security are the egomaniacs at the top of the security apparatus?  Given the events that have transpired in between the writing of this novel and today, the question raised by this novel seems prescient. <br /> <br />The one thing that is lacking from the Stephen Bury novels is the decadence of Stephenson's other works.  Stephenson is a novelist who has spent pages discussing the Captain Crunch-eating ritual of one of his characters (Cryptonomicon), the making of watered steel blades (the Baroque Cycle), and other incidental but vastly entertaining subjects too numerous to mention.  These passages exquisitely sideline the plots of his books for an exercise in pure intellectual indulgence.  Sadly, you will not find any such passages in this novel or in Interface.	2005-10-14
US	12485232	R1OVM6HX7FTQD0	0743254058	989407112	Bob Greene's Total Body Makeover: An Accelerated Program of Exercise and Nutrition for Maximum Results in Minimum Time	Books	3	69	80	N	N	Good for only a few people	Most reviewers either gush or bash. Bash was our first instinct, but that wouldn't be fair or useful. Let me explain... Total Body Makeover is another widely promoted health and fitness book my wife and I had on our list to read this summer (see all my reviews). The process we go through is to read it, try out a few of its ideas for a while, then read it again. On the first pass we both recoiled. The primary vehicle the author uses to communicate with his readers is to make emotional connections, not by providing actual information. (Much like the BFL for Women book). It relies heavily on third party client stories to get the page count up to sellable form. By the time you get to \\"Renee's Story\\" towards the end, you may either be asleep or tearing the pages out -- and that would be a shame, as the last 23 pages are quite useful. At the end of the book are 10 concise and informative comparative reviews of the most popular diet programs. You might be able to find the same info on the Internet for free but we've not come across one before so comprehensive and unbiased. Could be very helpful for someone weighing diet alternatives (honest... that was not an intended pun, it just slipped out :) <br /> <br />Not all readers are the same of course and some people may respond well to the book's Oprah-fluff. If you strip it out you're left with a rather serious proposition: Is your health and fitness situation dire enough, are you upset enough, are you serious about it enough, are you committed enough to spend 2 hours every day working out, plus spend the extra time it takes to plan, modify, and follow through on a new diet routine?  <br /> <br />The program esposed is a wolf in sheep's clothing and the book's title is apt. It really is \\"total body makeover\\" at its core. From our several week trials, very few people are going to be able to follow through with the program on their own for logistical and time management reasons. Those few that do will benefit. Preventing back-sliding after the 12 week \\"boot camp\\" is also a very real challenge. The author addresses this topic, but in our experience all the get-fit-quick programs suffer high rates of back-sliding. That this program's pedegree is celebrity-trainer based is obvious to us.  <br /> <br />So where does the book end up in our stack? It's more useful than BFL for Women. Not as helpful to the masses as the original BFL. The only book that stands out from the crowd so far is Avery Hunicutt's Joe X. (We practice the Joe X routine now and so impressed with the book we're going to go back and re-review it at some point. We didn't give it near enough credit the first time around. But next up: we'll be reviewing Harley Pasternak's 5-Factor Fitness, another of the heavily promoted books.)	2005-10-14
US	52206842	R2TQBJE76KJORT	0971662304	13967601	From Porn to Poetry: Clean Sheets Celebrates the Erotic Mind	Books	2	4	5	N	Y	From Porn to Poetry to Yawning	This anthology is not particularly erotic, literate, clever, amusing, or original. If you think it is, you need to read better erotica. There's a boring lecture about abstinence, a fishy story about a cat and canned tuna, a geography lesson that features a woman reciting the capitals of countries, and a simply uninspired recipe for a human strawberry shortcake. The quality of the book is poor, too; after a single reading the binding came apart. Maybe my hands got too excited from reading it? Nah!	2005-10-14
US	50732546	R2OZR6E7AXZGQZ	0373713037	93694495	Not Without Her Son	Books	4	1	1	N	N	super romantic suspense thriller	In San Isidro, Columbia Julia Vandamme-Ramirrez is desperate to escape from the control freak she married.  She only stays with her abusive dictator spouse Miguel because of their three years old boy Tomasito, who she loves with all her heart and would die to keep him safe and away from her husband.  Her marital prison goes so far that Miguel dictates when and how much time she spends with Tomasito.<br /><br />Her only friend, outside of Miguel's control, Meredith Santera tells her two Operatives teammates that Julia would flee Miguel if she could take Tomas with her.  Though Meredith, a former CIA Agent wants to kill Miguel and destroy his drug dealing evil \\"empire\\", Jonathan Cruz gets the assignment to take Julia and her son to freedom..  Neither expected the attraction, but Tomas' safety comes first.<br /><br />NOT WITHOUT HER SON is a super romantic suspense thriller starring the good (Julia), the bad (Jonathan) and the ugly (Miguel).  The story line is action-packed with readers wondering whether killing machine Jonathan will kiss or break the neck of Julia.  Miguel is a nasty soulless person who controls his wife through the threat of harm to their son more than the physical and mental abuse he heaps on her.  Fans will look forward to the next operative's thriller while also checking out the previous tale NOT WITHOUT PROOF.<br /><br />Harriet Klausner	2005-10-14
US	12067609	R16OWRX63FOU00	1589397193	606034715	Paradise: A Tale of Terrorism	Books	4	1	1	N	N	topical yet tropical	easy read, topical subject matter, leans right yet more mccainsian than bushistic. Takes the reader to exotic locales, providing good escapism.	2005-10-14
US	35985708	R149J4V4E93DK7	0451459059	390957241	Ghost War (Mechwarrior: Dark Age #1)	Books	3	1	17	N	N	Future Life of the Spheres.	This is a part of the Battletech series about the Rebublic of the Sphere.  I liked these names of places: Sirius, Terra Firma, Elgin, Halstead Station (Chicago connection), New Rhodes III, Schedar (instead of Scholar), Woodstock, and Fletcher (Jonathan's friend).  There are nine prefectures, the tenth is Reblic Territory in the middle of the Inner Sphere.  The names he used were familiar Anglican names like Thomas, Ray, Max, Blake, Victor, Kim, Andrea, with a few strange ones tossed in liek Bianca, Ring, and Gypsy.  Pep was a nickname for being small and quick.  Count Hector is the master.  In Santa Fe, North America, there is a Terra Prefecture X, called the Republic of the Sphere.    War is a silly little game where nobody wins.  Huxley commends: \\"Logical consequences are the scarecrows of fools and the beacons of wise men.\\"  Wise men think twice before they act once.  Trostsky felt that \\"an ally has to be watched just like an enemy.\\"  An ancient slogan used proclaims \\"Power corrupts, but absolute power is kind of neat.\\"  Sounds made up to me.    Daniel Boorstin feels that \\"the greatest obstacle to discovery is not ignorance; it is the illusion of knowledge.\\"  Napolean who lost the Battle at Waterloo, stated: \\"A battle sometimes decides everything; and sometimes the merest trifle decides a battle\\" and \\"In war, as in love, we must come into contact before we can triumph.\\"    Accius is quoted as saying :Oderint, dum metuant.  Let them hate, so long as they fear.\\"   He waxes poetic with Shelley, \\"To that high Capital, where kingly Death keeps his pale court in beauty and decay, He came.\\"  Shakespeare qualifies for three quotes, \\"As flies to wanton boys, are we to the gods; They kill us for their sport,\\" \\"\\"It is to be all made of faith and service...it is to be all made of fantasy,\\" and \\"I am as true as truth's simplicity, and simpler than the infancy of truth.\\"    This is in the form of a narrative by Mason Dunne.  \\"I was in combat, no doubt about it, but I was detached from it.  I knew then that I had to be a Ghost Knight.  I saw another vision.\\"  The fish sees the bait, but not the hook.  George Bernard Shaw wrote \\"He who bears the brand of Cain shall rule the earth.\\"  There are references from the Bible, even one by Jeremiah (prophet of doom).  Sam Donelly tells how he procured a hovercab, Mad Cat III, from a rental agency -- a Cabochon, the most popular model because of its safety construction.  \\"The display was breathtaking and, I'll admit, I'd just started to drift unconsciously past,\\" in vino veritas, was told, 'You don't look like a ghost to me.  \\"No, my friend, I don't, which is exactly why I am one.\\"    Others in this series of Dark Age, LETHAL HERITAGE, BLOOD LEGACY, and LOST DESTINY, are from the Blood of Kerensky.  He wrote two of the 'Twilight of the Clans\\" novels; other writers of this series include Blaine Lee Pardoe, Thomas S. Gressman, and Robert Thurston.	2005-10-14
US	38120234	R2XRZAGN0BYWJ8	0521832357	82232603	C++ Design Patterns and Derivatives Pricing (Mathematics, Finance and Risk)	Books	5	9	11	N	N	Full of OOP Wisdom!	In terms of programming concepts and OOP design for financial engineering, this book has no equals. We have Daniel Duffy's Financial Instrument Pricing Using C++, but it takes a different approach (i.e. generic programming based in STL). All through the book, the author introduces improvements sequentially and doesn't start from the best design from the outset in order to demonstrate the flaws of a less general/useful/reusable program. In this sense, this is mainly a conceptual book, not an example book. For example, it deals with and develops vanilla-option pricing using Monte Carlo simulation over the first five chapters. A reader looking for a cookbook that gives programs to implement a large number of financial-derivative models would be well-advised to look elsewhere (e.g. Justin London's Modeling Derivatives in C++). However, someone looking for OOP wisdom would be generously rewarded for buying this book.	2005-10-14
US	51376708	R2PAZKAQMLBW9A	038551624X	69779147	Presence: An Exploration of Profound Change in People, Organizations, and Society	Books	4	9	10	N	N	Valuable Read with Many Rehashed Ideas	If this is one of your first forrays into the field of human potential and the application of systems theory to the field of soical science, then this book will have a lot to offer. Its expansive treatment of topics was tiresome and repetitive at times especially if you are well read in the field. However, the book provides essential grounding on how many of the difficult social issues facing us today can be approached in a meaningful way. All in all there is more from this book to learn than discard.	2005-10-14
US	52960913	R1MZ3K8XOMPWEV	0525948775	535890305	The Death Collectors	Books	5	2	2	N	N	The resurrection of a long dead psychopath	Jack Kerley's \\"The Death Collectors\\" is a cohesive and coherent murder mystery investigation conducted by Mobile, Alabama police detectives Carson Ryder and Harry Nautilus.  Kerley's plot is tightly wrapped even when straying into apparent unrelated tangential incidents.  He concludes his novel with a surprise twist when he reveals the perpetrator of the crimes he chronicles.<br /><br />Ryder and Nautilus, members of the psycho and sociopathological investigative team are summoned to a murder scene in a seedy motel where a woman has been killed and adorned with candles that have melted on her body.  The room was festooned with bouquets of flowers.  Soon thereafter Ryder receives an anonymous phone call inquiring whether any art had been found at the scene.<br /><br />The anonymous caller was retired Alabama detective Jacob Willow who sensed that the crime was reminiscent of the killings committed by psychopathic mass murderer Marsden Hexcamp some 30 years ago.  Hexcamp, an accomplished artist who studied in Paris, led a Manson-like entourage of wayward souls.  Hexcamp's group which consisted mainly of women was controlled by his paramour the alluring and manipulative vamp known as Calypso. The group migrated from Paris to Alabama.  Under their guidance the group committed six brutal murders as if they were an art project.  Marsden at his trial had been shot and killed by Calypso who then turned the gun on herself.<br /><br />As the investigation went forward Ryder and Nautilus got drawn into the world of art collection consisting of works by notorious and infamous criminals.  Soon other murders were committed and haunting and alluring pieces of artwork purported to be created by Hexcamp appeared at the crime scenes.<br /><br />Not only did a serial murderer with ties to the long gone Hexcamp have to be apprehended but an apparent clandestine sale of Hexcamp's artwork seemingly was to be conducted.<br /><br />The detectives using a wide array of supporting players such as TV investigative reporter Dee Dee Danbury and Ryder's own brother Jeremy, himself a serial murderer confined to an institution for the criminally insane, try to make sense out of the bizarre clues and solve the crimes.players such as TV investigative reporter Dee Dee Danbury and Ryder's own brother Jeremy, himself a serial murderer confined to an institution for the criminally insane, try to make sense out of the bizarre clues and solve the crimes.	2005-10-14
US	14518631	R5WP361VJ24MN	1401903002	752840616	The God Code:The Secret of our Past, the Promise of our Future	Books	4	9	13	N	N	Basically true anyway.	Releveant to this debate is the understanding that all language and math systems evolve from us, the people of Earth.  <br /> <br />Now we already know that we were \\"created to evolve\\" simply because evolution is clear from the fossil record, and because there was no time for random evolution to select trillions of meaningful building-blocks in just a few billion years.  <br /> <br />Therefore, even if Bradon is off on a few points, he is going to end up basically true anyway, due to the absolute necessity of intelligent creators and co-creators, and the inevitable patterns that creative-evolution would produce.  <br /> <br />This is better explained in the book: Love without End, by Glenda Green	2005-10-14
US	12066297	R2RI3PB40OS1DB	1594040176	802253939	American Slang: Cultural Language Guide to Living in the USA	Books	5	10	10	N	N	Great book every American/Non-American should get!	I recently purchased this book and am thrilled with the command its helped me achieve of the english language. This book contains idioms that are used in everyday American life, yet are not taught in school or to be found in traditional dictionaries. From a non-American stand point, I think this book is great in the sense that it allows one to converse in a fluent manner, incorporating natural idioms into everday conversation. The ability to use idioms is what seperates the good non-native speakers of english to native speakers. \\"Face the music\\"- you need this book!	2005-10-14
US	28056444	R3PWWVQ5MAV8B4	0696217252	347787199	Putting the Heart in Your Home: Decorating That Nurtures Your Soul	Books	1	8	12	N	N	Disappointing	A very disappointing book filled with many outdated pictures from magazines years ago.  Lacking anything new and inspirational.	2005-10-14
US	38548084	R1M6OU2B3FR7E6	1896597890	502830709	Pyongyang: A Journey in North Korea	Books	4	21	21	N	N	An Interesting Outsider's Look at North Korea	This short graphic novel by French Canadian Guy Delisle managed to be humorous and frightening at once. It's a story of his two-month stay in Pyongyang while overseeing the production of a popular French children's cartoon. Delisle is not lost on the sad irony of his position, and tells his story simply and without pretense.<br /><br />The book deals mainly with how frustrating life is in the capital, even for a privileged foreigner like him: bad food, constant surveillance, blaring propanda songs, etc.<br /><br />It's probably most affecting when you get a real sense of the inner lives of his guide and translator. Both are very buttoned-up, proper and repressed. At one point Delisle lends one of them his copy of \\"1984\\"; when the guy returns it a week later he seems very nervous and mutters something about how he \\"doesn't like science fiction.\\" On the other hand, he rejoices when he gets a bottle of Hennessy as a going-away present.<br /><br />In the most terrifying episode Delisle asks his guide where all the handicapped people are in Pyongyang, and the guide responds that there aren't any handicapped people in North Korea. Yikes!<br /><br />Highly recommended to any fan of first-person graphic journalism.	2005-10-14
US	52562189	R32QC0QE07NJTB	B0006DD4XG	713155335	Beggar on Horseback, a Play in Two Parts	Books	4	3	3	N	N	Head in the Clouds	George S. Kaufman & Marc Connelly teamed up to write this play that was first presented in New York in 1924.  It is an adaptation of a 1911 German play by Paul Apel whose translated title is \\"Johnny Sunstormer's Trip to Hell.\\"  Kaufman & Connelly thoroughly Americanized the piece.  It is an example of expressionism, where the character's inner life is reflected in decidedly non-realistic stage terms.<br /><br />Neil McRae is a struggling composer who has caught the eye of Cynthia Mason who lives across the hall.  She helps tether Neil's feet to the ground regarding appointments and the necessity to complete work.  Neil's head is in the clouds, dreaming of the symphony he seems to not find time to write.  A buddy of Neil's from his hometown of Livingston, Dr. Albert Rice, drops in for a visit.  This happens just as a family from their hometown also drops in for a visit.  Mr. & Mrs. Cady come with their son Homer and their daughter Gladys.  Mr. Cady is a wealthy but grumpy entrepreneur.  Homer is also a businessman who seems tied to the phone making business calls while Gladys is a debutante socialite concerned with the color of her dresses.  Gladys for some unknown reason has a crush on Neil and pursues him.  His buddy Albert who sees Neil wasting his time giving lessons rather than writing encourages him to marry Gladys as a way to help him out of his money woes.  Although Neil has an eye for Cynthia across the hall, she also sees how he'd be more able to write his music if he marries into the wealthy family.  After the Cady's leave, Cynthia rejects Neil for his own good, although she deeply cares for him.  This causes Neil to pick up the phone and propose to Gladys who gushes that she can now start telling all her friends and planning engagement parties.  Dr. Albert, seeing that Neil is near exhaustion, orders him to bed.  Neil falls asleep thus starting the main part of the play, which is an extended expressionistic dream sequence.<br /><br />In the dream, locations fade from one to another where Mr. Cady makes Neil join the family business.  Everytime Neil wants to work on writing music, there is always another party to which Gladys drags him.  Frustrated and increasingly unhappy, Neil is finally put in an art manufacturing company where songwriters turn out nice jazz tunes that will sell a million and a half.  Ideas come from the inspiration department and are forwarded to the composer who dashes off the tune.  Writers turn out books that copy much of the plot from their previous book to meet publishing deadlines that results in books being distributed 45 minutes after they are written.  Neil's agony increases to the point where he picks up a paper knife and kills Mr. & Mrs. Cady, his wife Gladys and his brother-in-law Homer.  This starts an epic trial where tickets for jurors are sold like movie theatre tickets and the jurors are dancing instructors who dance with Gladys.  The judge is none other than the dead Mr. Cady and the deceased Mrs. Cady comes back as a witness.  Albert becomes the prosecuting attorney and objections are made to Neil's looks.  The jury does not care for Neil's looks and convicts him.  This ends the dream.<br /><br />Gladys shows up to inquire if they could postpone their engagement because she's run into one of her old boyfriends who wants to show her the city; and of course, he wouldn't be comfortable doing so if she's engaged.  Neil and Gladys decide they are not meant for each other which allows Neil to set his sights back on Cynthia who has now returned and is willing to settle for a life that is less successful but is filled with love.<br /><br />It is an interesting play, one that would require a legion of stagehands and set designers to produce effectively.  It is an indictment of business vs. art, something with which both Kaufman & Connelly seem extremely knowledgeable.  I couldn't quite figure out what the title had to do with the play, but I did appreciate reading this great example ofAmerican expressionism.  Enjoy!xample of American expressionism.  Enjoy! <br /> <br />	2005-10-14
US	49676296	R3LC6QYBELI96G	0672312891	240286235	Sams Teach Yourself Microsoft Access 2000 in 24 Hours	Books	1	0	0	N	N	Not Recommended	Want to learn to use Access?  This is not the book for you, regardless of your knowledge of databases and computers.  Learning to use software is one part reading and four parts doing.  There simply isn't enough doing in this book.  For the first nine chapters, all one does is open windows in an existing database and look at them.    <li>look at a Table</li>   <li>look at a Query</li>   <li>look at a Form</li>   <li>look at a Report</li>    After 137 pages, in Chapter 10 one finally starts making minor modifications to the data base.    <li>modify a Table</li>   <li>modify a Query</li>   <li>modify a Form</li>   <li>modify a Report</li>    It isn't until page 227 that we start to talk about making a simple database.  <li>create a Table</li>   <li>create a Query</li>   <li>create a Form</li>   <li>create a Report</li>    Is this starting to get repetitive?  That is what reading the book is like.  First, you get a shallow introduction to tables, and then you look at other stuff.  Sixty pages later, you return to tables, reviewing what you already know and learning a little more, and then you move on to other topics.  Ninety pages later, you return to tables again, review, and learn some more.      The authors do not write badly, and they know their material, but the 24 chapter format of this SAM's series has suckered them into organizing the book in a way that makes it less useful than it could be.	2005-10-14
US	51060678	R2Q3LNDR4ZVWWP	0609608967	487173107	The Whimsical Bakehouse: Fun-to-Make Cakes That Taste as Good as They Look	Books	5	13	13	N	N	I'm obsessed......	I'm obsessed with this book.  I had to have it when I first saw it in Border's bookstore. I ran out to Michael's Craft store that night and loaded up on Wilton \\"candy melts\\".  The decorated cakes in this book are fabulous.  They are not your ordinary buttercream rose cakes that are a single uniform color.  They are not formal fondant covered structures. They are...well..whimsical - that is the perfect word for these cakes.  They are bright and fun and bold and artistic, delicious and just plain amazing.  But I must admit, the melted chocolate decorations are not as easy as they appear in the book's instructions.  I'm not at all a beginner baker but this is the first time I've made \\"art\\" with melted chocolate and mine did not look so good. I've only tried it twice though and I am going to keep trying. Hopefully I will improve. The chocolate designs in this book are the dream results I strive for.  I've sat and read this book cover to cover about 4 times now.  I'm obsessed! The tiered cakes that she designs can have 2 or 3 completely different patterns or colors in the same cake. Sometimes each tier has a different pattern and color on each side. The colors are deep and are not commonly seen on cakes but on her cakes they look appropriate. Usually a cake decorating book concentrates on just the actual decorating part and the recipes are not that important to the author.  Not with this book. These recipes are excellent and easy.  Pretty basic flavors and instructions and very very good. I can't wait for the Christmas season when I can attempt to make that cute light blue snowman cake. The decorated cakes shown in this book would be fun to design but they just put ideas in your head for your own creations and you can just go wild with the possibilities!  I highly recommend this book!	2005-10-14
US	39897489	R39RSXXM7RRJ76	0060523166	425442219	Rumi: The Book of Love: Poems of Ecstasy and Longing	Books	4	50	53	N	N	Beautiful	Rumi needs no praise from me and Barks' translation is beautiful, mysterious, and urgent.  I find his introductions to the many sections especially moving.  My only problem is that I ordered the book after I bought Barks' \\"The Essential Rumi,\\" which changed me.  This book has many overlaps.  I'd have preferred to see more original translations, but as a first introduction, you can do no better.	2005-10-14
US	43569155	RSY9FHY3SE27T	0345437977	429658395	The Courtesan: A Novel (The Dark Queen Saga)	Books	4	7	8	N	N	Engaging, memorable	Susan Carroll can write, and write well. If you're looking for depth, characters that really live and breathe for eachother and a stpry that twists ans turns until the last page, the Courtesan is for you. If you want a love that lives for more than the moment. For a story that you will carry inside for days after, than the Courtesan is a read not to miss. Though too wordy in some areas ( where are these author's editors??) the pacing is generally in keeping with the time period of the book, i.e. antique and medium paced. But that's a small thing, overlookable to be sure. A good here-comes-winter-and-I-need-an-engrossing-read book.	2005-10-14
US	12074413	RLQKITK5IJWO1	1411652339	562213292	A Wedding Guide for the Budget Savvy Bride	Books	5	0	0	N	N	Found Lots of Helpful Tips	I read this book from cover to cover and found a lot of helpful tips and ideas to help me with my wedding. The author also backed up her ideas with links to useful websites. All in all, this book was easily worth the money I paid for it, and was very valuable in giving me fresh ideas in planning my wedding. I'm on a budget for my wedding and I feel that many of the ideas presented in this book will help me get the most out of my day without over spending. Very satisfied!	2005-10-14
US	52776495	R1DW3GTGGMQ28Y	1591502241	16546828	James Earl Jones Reads the Bible	Books	5	11	24	N	N	The Voice reads The Word of The Lord	I drive a lot. Wandering a Bricks and Nortar store in quest of more audio books recently - Ooh! Ooh! Have you tried their  \\"Pumpkin Spice\\" Latte?  Sinfully delicious!  - I saw this set of CDs.  There it was presenting itself to me like a Holy [Listen] of Obligation.  What if the nuns found out I passed on this opportunity? Can't hurt to get it - and giving a listen might lessen future Purgatory time, eh? [no, I am not talking about that Ski Resort in Colorado.]<br /><br />Darth Vader reading The Good News of the New Testament?  Terence Mann returned out of the cornField of Dreams to read an Old English version of The Gospel?  Yes. And it is truly inspired and inspiring. The \\"begats\\" at the beginning of Matthew are not good for the narcoleptic driver and I frequently find myself playing \\"Name that Tune\\" with the background Hymns -  Sibelius' Beautiful Savior repeats periodically and I get caught up in its beauty and grandeur and have to \\"go back\\" to focus on Mr. Jones.  This may not be a verbatim rendition suitable for Biblical scholars and Father Greeley, but it is excellent for \\"the rest of us\\" mere lay people and `tis a grand aversion to Road Rage.  /TundraVision, Amazon Reviewer	2005-10-14
US	50245855	R2G7QDVS4X8ZMU	0312309112	937767670	Benjamin Rush: Patriot and Physician	Books	2	35	38	N	Y	Please read this, the book was very poorly done	I feel bad saying this, but I was severely disappointed with this book. As a physician and early American history buff I was really looking forward to learning more about Benjamin Rush.<br /><br />In general it seems that the author, despite putting out what appears to be a finished, presentable biography, never really dug into source materials to find out who Benjamin Rush was and why he was important.  Repeatedly, we hear of Rush's fame and accomplishments and influence, but the details are missing.<br /><br />We hear what a great doctor Rush was, considered the preeminent physician of his times, according to the author, but all the author writes about is how Rush tortured his patients with medical treatments we now know are harmful, such as bloodletting, giving cathartics, etc.  Rush is known as the \\"Father of American Psychiatry\\", his book on psychiatry was bible for many many years, and his observations on mental illness were in many ways way way ahead of his times...yet not a word of this is mentioned except in the last ten pages of this 365 page book.  This subject desperately needed to explained.  This is why he is important for heaven's sake.<br /><br />Furthermore, I think it would have been fascinating to have gotten a better feel for what bloodletting and giving cathartics was about, we needed some good old source material, firsthand observations and then-current thoughts, as well as an expose of the tools employed, etc.  Rush, it is clear, considered himself first and foremost and physician.  He dedicated his life to the practice of medicine, he was considered a top academic lecturer.  We are told all the top American physicians for the next half century were either disciples of Rush or disciples of his students.....but we don't really get a feeling for why.<br /><br />His political contributions and inolvement were similarly neglected.  Although he wasn't the political calibre of Hamilton or Jefferson, he was definitely a major player.  Much of the earlier portion of the biography seemed to focus on explaining the political events occurring around Rush during the fight for independence.  The focus should have been Rush.  There's a lot of negativity surrounding Rush early on in the book, but how he seems to know all the important figures in the Revolution and why they respect him is not explained.<br /><br />There also weren't any pictures or illustrations.  I could go on.  On the bright side, at least the book reads well.  If you want to learn more about Rush, you should probably choose another book.  Sorry.	2005-10-14
US	53080748	R1A7RF31MUT168	0446532436	967980395	True Believer	Books	2	4	8	N	N	Wait for the Movie!	Not all that good.  I was waiting for a revelation, which never came.  The explanation he wound up with was less than dramatic, and the promise of the start of the book didn't come through.  A disappointment, but perhaps a movie will come out of this . . and that would probably be worthwhile, if done right.	2005-10-14
US	50122160	R3QP8VTFWA343T	0816524718	331063473	Navajo Nation Peacemaking: Living Traditional Justice	Books	5	0	1	N	N	An anthology of essays offering insights from individuals who have served within the Navajo Judicial Branch	Navajo Nation Peacemaking: Living Traditional Justice is an anthology of essays offering insights from individuals who have served within the Navajo Judicial Branch and practiced the restorative justice program of Navajo peacemaking, as well as articles by other scholars, including Justice Sandra Day O'Connor, offering a comparative perspective. Navajo peacemaking has earned renown as a \\"horizontal system of justice\\", in which all participants are treated as equals with the foremost mission of preserving ongoing relationships and restoring harmony. There is no coercion, no \\"sides\\", no labels of plaintiff or defendant. Essays discuss the history of Navajo peacemaking, its concepts and practices, assessments of the model, and conclusions as to what can be learned from this system of justice. Especially recommended for legal philosophy shelves, as the ideas within contain the potential to reform and revolutionize flaws in modern mainstream culture dispute resolution systems, whether on a governmental or private level.	2005-10-14
US	40453798	R3HKER33NQOFL5	0823069818	402462013	Jonathan Fong's Walls that Wow: Creative Wall Treatments Without Fancy-Schmancy Painting	Books	5	1	1	N	N	Exactly What I've Been Looking For!	Being design challenged myself I happened upon Jonathan Fong's Walls That Wow.  I found the book to be full of great, easy, inexpensive and completely creative ideas.  The instructions are simple to follow and the resource list is worth the price of the book alone.  There are so many great ideas I want to try them all.  I cannot wait for Jonathan's next book.	2005-10-14
US	45273033	R2FKDWNCIXPY5L	0471644129	37261342	Event Planning : The Ultimate Guide to Successful Meetings, Corporate Events, Fundraising Galas, Conferences, Conventions, Incentives and Other Special Events	Books	5	43	44	N	N	Packed with Knowledge!	Details, details, details. That's really what successful event planning is all about, and that's the key to this very successful event-planning manual. Author Judy Allen notes, lists, copes with and gives an example of virtually every detail in planning anything from a sedate corporate event in a major city to a huge celebration on a remote island. She provides examples galore plus tips, questions and answers, sample cost sheets and schedules. How much floor space does a person need to be comfortable in a tent? Answer: 20 square feet. How many bathrooms should be available for a party? Answer: One per 75 guests. And don't forget to ask about the stemware, adequate parking and even the photographer's back-up camera battery. This author seems to have thought every contingency, as the book's ambitious title promises. Her one glaring omission is that she does not include the party planner's fee - our guess is that she'd be worth it. We highly recommend this well-organized, very practical book to all event planners. Don't send out press releases for your party without consulting Judy Allen.	2005-10-14
